Date,Description,Amount,Category,Status
2025-08-28,Chevron Gas,-37.71,Transportation,posted
2025-08-29,Chevron Gas,-40.32,Transportation,posted
2025-08-29,Shell Oil,-38.49,Transportation,posted
2025-08-30,Uber Eats,-38.81,Coffee & Dining,posted
2025-08-30,Shell Oil,-66.29,Transportation,posted
2025-08-30,Amazon,-77.17,Shopping,posted
2025-08-31,Target,-91.14,Shopping,posted
2025-08-31,Chevron Gas,-45.68,Transportation,posted
2025-09-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-09-01,Acme Properties,-1500.0,Rent,posted
2025-09-01,McDonald's,-8.27,Coffee & Dining,posted
2025-09-03,Kroger,-31.93,Groceries,posted
2025-09-05,Netflix,-15.49,Entertainment,posted
2025-09-05,Walmart,-129.19,Groceries,posted
2025-09-05,Starbucks,-3.82,Coffee & Dining,posted
2025-09-06,Uber Eats,-34.57,Coffee & Dining,posted
2025-09-07,Kroger,-47.94,Groceries,posted
2025-09-07,Starbucks,-6.29,Coffee & Dining,posted
2025-09-09,Chevron Gas,-41.86,Transportation,posted
2025-09-09,Amazon,-183.81,Shopping,posted
2025-09-10,Spotify Premium,-10.99,Entertainment,posted
2025-09-10,Chevron Gas,-56.19,Transportation,posted
2025-09-10,Kroger,-15.03,Groceries,posted
2025-09-11,Starbucks,-7.62,Coffee & Dining,posted
2025-09-11,McDonald's,-13.45,Coffee & Dining,posted
2025-09-12,Starbucks,-4.56,Coffee & Dining,posted
2025-09-12,Starbucks,-8.65,Coffee & Dining,posted
2025-09-13,McDonald's,-9.26,Coffee & Dining,posted
2025-09-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-09-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-09-15,Amazon,-177.71,Shopping,posted
2025-09-17,McDonald's,-8.55,Coffee & Dining,posted
2025-09-18,Adobe Creative Cloud,-54.99,Software,posted
2025-09-18,McDonald's,-8.39,Coffee & Dining,posted
2025-09-18,Kroger,-79.37,Groceries,posted
2025-09-19,Kroger,-95.58,Groceries,posted
2025-09-20,Power & Light Corp,-128.13,Utilities,posted
2025-09-20,City Water District,-49.22,Utilities,posted
2025-09-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-09-20,Kroger,-105.97,Groceries,posted
2025-09-20,Chevron Gas,-43.9,Transportation,posted
2025-09-22,Walmart,-137.82,Groceries,posted
2025-09-23,Walmart,-140.11,Groceries,posted
2025-09-23,Amazon,-111.08,Shopping,posted
2025-09-24,Target,-85.68,Shopping,posted
2025-09-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-09-25,Uber Eats,-49.01,Coffee & Dining,posted
2025-09-25,Target,-24.56,Shopping,posted
2025-09-26,Walmart,-128.73,Groceries,posted
2025-09-27,Walmart,-136.25,Groceries,posted
2025-09-27,Uber Eats,-47.57,Coffee & Dining,posted
2025-09-28,Kroger,-115.6,Groceries,posted
2025-09-28,Kroger,-79.27,Groceries,posted
2025-09-29,Kroger,-103.19,Groceries,posted
2025-10-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-10-01,Acme Properties,-1500.0,Rent,posted
2025-10-01,Shell Oil,-58.73,Transportation,posted
2025-10-02,Uber Eats,-37.21,Coffee & Dining,posted
2025-10-02,Uber Eats,-29.96,Coffee & Dining,posted
2025-10-03,Walmart,-85.45,Groceries,posted
2025-10-03,Starbucks,-6.83,Coffee & Dining,posted
2025-10-04,Kroger,-68.88,Groceries,posted
2025-10-05,Netflix,-15.49,Entertainment,posted
2025-10-06,Amazon,-133.29,Shopping,posted
2025-10-07,McDonald's,-13.73,Coffee & Dining,posted
2025-10-09,McDonald's,-9.66,Coffee & Dining,posted
2025-10-10,Spotify Premium,-10.99,Entertainment,posted
2025-10-10,Kroger,-113.0,Groceries,posted
2025-10-11,Shell Oil,-62.08,Transportation,posted
2025-10-11,Shell Oil,-44.1,Transportation,posted
2025-10-13,Kroger,-71.8,Groceries,posted
2025-10-14,Uber Eats,-36.12,Coffee & Dining,posted
2025-10-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-10-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-10-17,Shell Oil,-59.47,Transportation,posted
2025-10-17,Amazon,-46.73,Shopping,posted

2025-10-18,Adobe Creative Cloud,-54.99,Software,posted
2025-10-18,Target,-35.75,Shopping,posted
2025-10-19,Amazon,-151.83,Shopping,posted
2025-10-19,Starbucks,-5.07,Coffee & Dining,posted
2025-10-20,Power & Light Corp,-84.87,Utilities,posted
2025-10-20,City Water District,-34.89,Utilities,posted
2025-10-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-10-20,Starbucks,-6.42,Coffee & Dining,posted
2025-10-20,Target,-70.62,Shopping,posted
2025-10-21,Amazon,-40.35,Shopping,posted
2025-10-21,Chevron Gas,-32.5,Transportation,posted
2025-10-22,Starbucks,-8.11,Coffee & Dining,posted
2025-10-23,Starbucks,-6.8,Coffee & Dining,posted
2025-10-24,Chevron Gas,-46.66,Transportation,posted
2025-10-24,Kroger,-61.24,Groceries,posted
2025-10-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-10-25,Target,-52.49,Shopping,posted
2025-10-28,Shell Oil,-65.32,Transportation,posted
2025-10-28,Chevron Gas,-48.62,Transportation,posted
2025-10-29,Walmart,-124.47,Groceries,posted
2025-10-30,Uber Eats,-53.42,Coffee & Dining,posted
2025-10-30,Target,-50.93,Shopping,posted
2025-10-31,Starbucks,-6.15,Coffee & Dining,posted
2025-10-31,Chevron Gas,-58.09,Transportation,posted
2025-10-31,Chevron Gas,-42.44,Transportation,posted
2025-11-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-11-01,Acme Properties,-1500.0,Rent,posted
2025-11-01,Starbucks,-6.1,Coffee & Dining,posted
2025-11-01,Amazon,-169.52,Shopping,posted
2025-11-01,Shell Oil,-68.17,Transportation,posted
2025-11-04,Uber Eats,-45.15,Coffee & Dining,posted
2025-11-04,Walmart,-148.32,Groceries,posted
2025-11-05,Netflix,-15.49,Entertainment,posted
2025-11-05,Kroger,-67.56,Groceries,posted
2025-11-07,Amazon,-192.16,Shopping,posted
2025-11-07,Target,-49.0,Shopping,posted
2025-11-08,Chevron Gas,-54.4,Transportation,posted
2025-11-08,McDonald's,-12.55,Coffee & Dining,posted
2025-11-09,Kroger,-89.85,Groceries,posted
2025-11-10,Spotify Premium,-10.99,Entertainment,posted
2025-11-10,Target,-16.47,Shopping,posted
2025-11-11,Starbucks,-4.11,Coffee & Dining,posted
2025-11-12,Walmart,-148.26,Groceries,posted
2025-11-13,Walmart,-94.04,Groceries,posted
2025-11-14,Target,-66.96,Shopping,posted
2025-11-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-11-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-11-15,Starbucks,-4.14,Coffee & Dining,posted
2025-11-18,Adobe Creative Cloud,-54.99,Software,posted
2025-11-18,Target,-47.86,Shopping,posted
2025-11-19,Amazon,-31.27,Shopping,posted
2025-11-19,Chevron Gas,-30.8,Transportation,posted
2025-11-20,Power & Light Corp,-98.58,Utilities,posted
2025-11-20,City Water District,-46.25,Utilities,posted
2025-11-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-11-21,Amazon,-148.95,Shopping,posted
2025-11-21,McDonald's,-13.88,Coffee & Dining,posted
2025-11-21,Walmart,-125.33,Groceries,posted
2025-11-22,Shell Oil,-41.62,Transportation,posted
2025-11-22,McDonald's,-10.38,Coffee & Dining,posted
2025-11-22,Walmart,-35.64,Groceries,posted
2025-11-23,Starbucks,-8.91,Coffee & Dining,posted
2025-11-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-11-27,Shell Oil,-60.34,Transportation,posted
2025-11-28,Amazon,-84.41,Shopping,posted
2025-11-28,Walmart,-114.9,Groceries,posted
2025-11-28,Target,-61.32,Shopping,posted
2025-11-29,Shell Oil,-59.86,Transportation,posted
2025-11-29,Chevron Gas,-41.21,Transportation,posted
2025-11-29,Walmart,-128.17,Groceries,posted
2025-11-30,Shell Oil,-49.43,Transportation,posted
2025-11-30,McDonald's,-11.71,Coffee & Dining,posted
2025-12-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-12-01,Acme Properties,-1500.0,Rent,posted
2025-12-01,Chevron Gas,-60.61,Transportation,posted
2025-12-02,Uber Eats,-53.58,Coffee & Dining,posted
2025-12-03,Starbucks,-8.69,Coffee & Dining,posted
2025-12-04,Chevron Gas,-32.26,Transportation,posted
2025-12-04,Target,-70.42,Shopping,posted
2025-12-05,Netflix,-15.49,Entertainment,posted
2025-12-05,Chevron Gas,-40.32,Transportation,posted
2025-12-05,Chevron Gas,-35.27,Transportation,posted
2025-12-06,Amazon,-120.28,Shopping,posted
2025-12-06,McDonald's,-12.05,Coffee & Dining,posted
2025-12-06,Uber Eats,-47.9,Coffee & Dining,posted
2025-12-07,McDonald's,-10.94,Coffee & Dining,posted
2025-12-07,Target,-16.59,Shopping,posted
2025-12-08,Chevron Gas,-56.3,Transportation,posted
2025-12-08,McDonald's,-13.73,Coffee & Dining,posted
2025-12-09,Amazon,-136.97,Shopping,posted
2025-12-10,Spotify Premium,-10.99,Entertainment,posted
2025-12-10,Amazon,-127.39,Shopping,posted
2025-12-10,Kroger,-37.2,Groceries,posted
2025-12-11,Walmart,-83.11,Groceries,posted
2025-12-12,Shell Oil,-51.51,Transportation,posted
2025-12-12,Uber Eats,-29.43,Coffee & Dining,posted
2025-12-13,Amazon,-159.41,Shopping,posted
2025-12-13,Uber Eats,-34.75,Coffee & Dining,posted
2025-12-14,Shell Oil,-59.72,Transportation,posted
2025-12-14,McDonald's,-12.8,Coffee & Dining,posted
2025-12-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2025-12-15,GitHub Copilot,-10.0,Developer Tools,posted
2025-12-15,Uber Eats,-33.88,Coffee & Dining,posted
2025-12-17,Starbucks,-5.44,Coffee & Dining,posted
2025-12-18,Adobe Creative Cloud,-54.99,Software,posted
2025-12-19,Walmart,-65.67,Groceries,posted
2025-12-20,Power & Light Corp,-99.51,Utilities,posted
2025-12-20,City Water District,-42.72,Utilities,posted
2025-12-20,Global Telecom (Cell),-75.0,Utilities,posted
2025-12-20,Kroger,-114.1,Groceries,posted
2025-12-20,Starbucks,-7.26,Coffee & Dining,posted
2025-12-20,Target,-55.51,Shopping,posted
2025-12-23,Target,-27.97,Shopping,posted
2025-12-24,Starbucks,-3.56,Coffee & Dining,posted
2025-12-25,Gold's Gym,-45.0,Health & Fitness,posted
2025-12-25,Starbucks,-5.16,Coffee & Dining,posted
2025-12-25,Target,-49.83,Shopping,posted
2025-12-26,Walmart,-50.49,Groceries,posted
2025-12-27,McDonald's,-14.16,Coffee & Dining,posted
2025-12-29,Amazon,-49.53,Shopping,posted

2025-12-29,Uber Eats,-52.86,Coffee & Dining,posted
2025-12-30,McDonald's,-11.22,Coffee & Dining,posted
2025-12-31,Uber Eats,-38.35,Coffee & Dining,posted
2026-01-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-01-01,Acme Properties,-1500.0,Rent,posted
2026-01-01,Chevron Gas,-60.4,Transportation,posted
2026-01-01,Amazon,-141.09,Shopping,posted
2026-01-02,Starbucks,-8.79,Coffee & Dining,posted
2026-01-02,Amazon,-35.22,Shopping,posted
2026-01-02,Kroger,-15.45,Groceries,posted
2026-01-03,Uber Eats,-37.94,Coffee & Dining,posted
2026-01-04,Target,-59.84,Shopping,posted
2026-01-05,Netflix,-15.49,Entertainment,posted
2026-01-05,Shell Oil,-67.3,Transportation,posted
2026-01-05,Starbucks,-4.28,Coffee & Dining,posted
2026-01-06,Uber Eats,-33.86,Coffee & Dining,posted
2026-01-07,Shell Oil,-56.75,Transportation,posted
2026-01-09,Starbucks,-7.7,Coffee & Dining,posted
2026-01-09,Starbucks,-5.72,Coffee & Dining,posted
2026-01-09,McDonald's,-13.51,Coffee & Dining,posted
2026-01-10,Spotify Premium,-10.99,Entertainment,posted
2026-01-10,Chevron Gas,-30.78,Transportation,posted
2026-01-10,Amazon,-60.83,Shopping,posted
2026-01-11,Chevron Gas,-45.11,Transportation,posted
2026-01-11,Shell Oil,-62.4,Transportation,posted
2026-01-12,Amazon,-148.85,Shopping,posted
2026-01-13,Kroger,-41.22,Groceries,posted
2026-01-14,Starbucks,-7.7,Coffee & Dining,posted
2026-01-14,Amazon,-61.98,Shopping,posted
2026-01-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-01-15,GitHub Copilot,-10.0,Developer Tools,posted
2026-01-15,Shell Oil,-64.0,Transportation,posted
2026-01-16,Target,-72.33,Shopping,posted
2026-01-16,Starbucks,-8.43,Coffee & Dining,posted
2026-01-16,McDonald's,-9.63,Coffee & Dining,posted
2026-01-17,Shell Oil,-59.12,Transportation,posted
2026-01-17,Amazon,-49.15,Shopping,posted
2026-01-17,Uber Eats,-38.7,Coffee & Dining,posted
2026-01-18,Adobe Creative Cloud,-54.99,Software,posted
2026-01-18,Chevron Gas,-41.18,Transportation,posted
2026-01-18,McDonald's,-12.81,Coffee & Dining,posted
2026-01-19,Shell Oil,-43.33,Transportation,posted
2026-01-20,Power & Light Corp,-146.57,Utilities,posted
2026-01-20,City Water District,-43.73,Utilities,posted
2026-01-20,Global Telecom (Cell),-75.0,Utilities,posted
2026-01-21,Kroger,-118.66,Groceries,posted
2026-01-21,Target,-57.18,Shopping,posted
2026-01-22,Chevron Gas,-42.58,Transportation,posted
2026-01-22,Walmart,-20.3,Groceries,posted
2026-01-23,Uber Eats,-44.95,Coffee & Dining,posted
2026-01-23,Chevron Gas,-42.17,Transportation,posted
2026-01-23,Uber Eats,-47.16,Coffee & Dining,posted
2026-01-24,Walmart,-131.69,Groceries,posted
2026-01-24,Starbucks,-8.88,Coffee & Dining,posted
2026-01-25,Gold's Gym,-45.0,Health & Fitness,posted
2026-01-27,McDonald's,-11.98,Coffee & Dining,posted
2026-01-28,McDonald's,-11.42,Coffee & Dining,posted
2026-01-30,Target,-22.49,Shopping,posted
2026-01-30,Target,-57.46,Shopping,posted
2026-01-30,Walmart,-40.61,Groceries,posted
2026-01-31,Target,-54.23,Shopping,posted
2026-01-31,Kroger,-115.75,Groceries,posted
2026-01-31,Shell Oil,-51.24,Transportation,posted
2026-02-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-02-01,Acme Properties,-1500.0,Rent,posted
2026-02-01,McDonald's,-8.25,Coffee & Dining,posted
2026-02-01,Kroger,-89.12,Groceries,posted
2026-02-03,McDonald's,-9.04,Coffee & Dining,posted
2026-02-05,Netflix,-15.49,Entertainment,posted
2026-02-05,McDonald's,-10.62,Coffee & Dining,posted
2026-02-06,Kroger,-81.49,Groceries,posted
2026-02-06,Kroger,-115.18,Groceries,posted
2026-02-06,Amazon,-184.02,Shopping,posted
2026-02-07,Target,-99.66,Shopping,posted
2026-02-08,Walmart,-103.25,Groceries,posted
2026-02-09,Chevron Gas,-58.38,Transportation,posted
2026-02-09,Starbucks,-5.22,Coffee & Dining,posted
2026-02-10,Spotify Premium,-10.99,Entertainment,posted
2026-02-10,Starbucks,-4.98,Coffee & Dining,posted
2026-02-10,Uber Eats,-54.75,Coffee & Dining,posted
2026-02-11,Target,-86.94,Shopping,posted
2026-02-11,Uber Eats,-36.63,Coffee & Dining,posted
2026-02-13,Kroger,-19.98,Groceries,posted
2026-02-13,McDonald's,-11.5,Coffee & Dining,posted
2026-02-13,Target,-67.42,Shopping,posted
2026-02-14,Chevron Gas,-37.69,Transportation,posted
2026-02-14,Uber Eats,-57.29,Coffee & Dining,posted
2026-02-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-02-15,GitHub Copilot,-10.0,Developer Tools,posted
2026-02-15,Uber Eats,-54.6,Coffee & Dining,posted
2026-02-16,Chevron Gas,-30.44,Transportation,posted
2026-02-18,Adobe Creative Cloud,-54.99,Software,posted
2026-02-19,McDonald's,-8.57,Coffee & Dining,posted
2026-02-20,Power & Light Corp,-108.91,Utilities,posted
2026-02-20,City Water District,-35.89,Utilities,posted
2026-02-20,Global Telecom (Cell),-75.0,Utilities,posted
2026-02-20,Target,-95.0,Shopping,posted
2026-02-20,Amazon,-163.64,Shopping,posted
2026-02-20,Amazon,-115.8,Shopping,posted
2026-02-21,Kroger,-49.89,Groceries,posted
2026-02-21,Kroger,-100.37,Groceries,posted
2026-02-22,Shell Oil,-46.86,Transportation,posted
2026-02-22,Target,-59.71,Shopping,posted
2026-02-23,Amazon,-31.18,Shopping,posted
2026-02-24,Shell Oil,-61.67,Transportation,posted
2026-02-25,Gold's Gym,-45.0,Health & Fitness,posted
2026-02-25,McDonald's,-8.37,Coffee & Dining,posted
2026-02-26,Shell Oil,-48.06,Transportation,posted
2026-02-27,Target,-42.47,Shopping,posted
2026-02-27,Chevron Gas,-31.41,Transportation,posted
2026-02-28,Starbucks,-8.51,Coffee & Dining,posted
2026-03-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-03-01,Acme Properties,-1500.0,Rent,posted
2026-03-03,Amazon,-177.58,Shopping,posted
2026-03-05,Netflix,-15.49,Entertainment,posted
2026-03-05,Target,-44.83,Shopping,posted
2026-03-05,Target,-86.88,Shopping,posted
2026-03-06,Target,-17.66,Shopping,posted
2026-03-06,Target,-67.98,Shopping,posted
2026-03-07,Kroger,-73.06,Groceries,posted

2026-03-07,Chevron Gas,-33.79,Transportation,posted
2026-03-07,Starbucks,-4.3,Coffee & Dining,posted
2026-03-09,Amazon,-122.71,Shopping,posted
2026-03-09,Kroger,-27.29,Groceries,posted
2026-03-10,Spotify Premium,-10.99,Entertainment,posted
2026-03-10,McDonald's,-9.81,Coffee & Dining,posted
2026-03-12,Walmart,-123.37,Groceries,posted
2026-03-12,Chevron Gas,-35.78,Transportation,posted
2026-03-13,Starbucks,-6.44,Coffee & Dining,posted
2026-03-13,Amazon,-85.0,Shopping,posted
2026-03-14,Shell Oil,-67.83,Transportation,posted
2026-03-14,Chevron Gas,-62.42,Transportation,posted
2026-03-14,Target,-70.09,Shopping,posted
2026-03-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-03-15,GitHub Copilot,-10.0,Developer Tools,posted
2026-03-15,Chevron Gas,-60.28,Transportation,posted
2026-03-16,Shell Oil,-38.57,Transportation,posted
2026-03-17,Walmart,-73.5,Groceries,posted
2026-03-17,Shell Oil,-62.67,Transportation,posted
2026-03-18,Adobe Creative Cloud,-54.99,Software,posted
2026-03-18,Walmart,-48.77,Groceries,posted
2026-03-18,Uber Eats,-47.34,Coffee & Dining,posted
2026-03-19,Uber Eats,-33.64,Coffee & Dining,posted
2026-03-20,Power & Light Corp,-97.24,Utilities,posted
2026-03-20,City Water District,-37.86,Utilities,posted
2026-03-20,Global Telecom (Cell),-75.0,Utilities,posted
2026-03-20,Uber Eats,-33.47,Coffee & Dining,posted
2026-03-20,Starbucks,-7.47,Coffee & Dining,posted
2026-03-20,Amazon,-110.23,Shopping,posted
2026-03-21,Kroger,-24.54,Groceries,posted
2026-03-21,Uber Eats,-36.56,Coffee & Dining,posted
2026-03-22,Kroger,-107.77,Groceries,posted
2026-03-22,Target,-25.82,Shopping,posted
2026-03-23,Amazon,-149.92,Shopping,posted
2026-03-24,Amazon,-48.65,Shopping,posted
2026-03-25,Gold's Gym,-45.0,Health & Fitness,posted
2026-03-25,McDonald's,-10.32,Coffee & Dining,posted
2026-03-25,Starbucks,-7.91,Coffee & Dining,posted
2026-03-26,Chevron Gas,-48.17,Transportation,posted
2026-03-26,Uber Eats,-59.38,Coffee & Dining,posted
2026-03-27,Amazon,-192.14,Shopping,posted
2026-03-27,Shell Oil,-56.24,Transportation,posted
2026-03-27,McDonald's,-8.3,Coffee & Dining,posted
2026-03-28,Amazon,-84.78,Shopping,posted
2026-03-30,Amazon,-164.14,Shopping,posted
2026-03-30,Walmart,-138.21,Groceries,posted
2026-04-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-04-01,Acme Properties,-1500.0,Rent,posted
2026-04-01,Walmart,-45.01,Groceries,posted
2026-04-02,Kroger,-98.62,Groceries,posted
2026-04-02,Target,-75.41,Shopping,posted
2026-04-03,Starbucks,-8.6,Coffee & Dining,posted
2026-04-03,Amazon,-158.35,Shopping,posted
2026-04-04,Amazon,-138.41,Shopping,posted
2026-04-04,McDonald's,-11.02,Coffee & Dining,posted
2026-04-04,McDonald's,-14.27,Coffee & Dining,posted
2026-04-05,Netflix,-15.49,Entertainment,posted
2026-04-09,Amazon,-59.46,Shopping,posted
2026-04-10,Spotify Premium,-10.99,Entertainment,posted
2026-04-10,Starbucks,-4.92,Coffee & Dining,posted
2026-04-11,Shell Oil,-56.24,Transportation,posted
2026-04-11,Shell Oil,-56.5,Transportation,posted
2026-04-12,Starbucks,-4.83,Coffee & Dining,posted
2026-04-14,Kroger,-96.85,Groceries,posted
2026-04-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-04-15,GitHub Copilot,-10.0,Developer Tools,posted
2026-04-15,Shell Oil,-35.1,Transportation,posted
2026-04-15,Target,-73.01,Shopping,posted
2026-04-17,Amazon,-144.43,Shopping,posted
2026-04-17,Starbucks,-6.81,Coffee & Dining,posted
2026-04-17,Kroger,-63.88,Groceries,posted
2026-04-18,Adobe Creative Cloud,-54.99,Software,posted
2026-04-18,Shell Oil,-46.62,Transportation,posted
2026-04-18,Starbucks,-6.02,Coffee & Dining,posted
2026-04-18,Starbucks,-5.28,Coffee & Dining,posted
2026-04-19,Uber Eats,-54.34,Coffee & Dining,posted
2026-04-20,Power & Light Corp,-92.23,Utilities,posted
2026-04-20,City Water District,-48.92,Utilities,posted
2026-04-20,Global Telecom (Cell),-75.0,Utilities,posted
2026-04-21,Uber Eats,-33.72,Coffee & Dining,posted
2026-04-22,Shell Oil,-63.92,Transportation,posted
2026-04-22,Chevron Gas,-34.68,Transportation,posted
2026-04-24,Uber Eats,-30.84,Coffee & Dining,posted
2026-04-24,Amazon,-101.53,Shopping,posted
2026-04-24,McDonald's,-12.51,Coffee & Dining,posted
2026-04-25,Gold's Gym,-45.0,Health & Fitness,posted
2026-04-25,Chevron Gas,-39.24,Transportation,posted
2026-04-25,Starbucks,-8.7,Coffee & Dining,posted
2026-04-25,Uber Eats,-41.29,Coffee & Dining,posted
2026-04-26,Chevron Gas,-50.04,Transportation,posted
2026-04-26,Amazon,-69.97,Shopping,posted
2026-04-27,Target,-91.34,Shopping,posted
2026-04-29,Walmart,-36.8,Groceries,posted
2026-05-01,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-05-01,Acme Properties,-1500.0,Rent,posted
2026-05-01,Shell Oil,-64.86,Transportation,posted
2026-05-02,Uber Eats,-57.99,Coffee & Dining,posted
2026-05-02,Amazon,-142.74,Shopping,posted
2026-05-02,Shell Oil,-45.81,Transportation,posted
2026-05-05,Netflix,-15.49,Entertainment,posted
2026-05-06,Walmart,-104.02,Groceries,posted
2026-05-06,Amazon,-56.26,Shopping,posted
2026-05-08,Kroger,-50.72,Groceries,posted
2026-05-08,Starbucks,-6.44,Coffee & Dining,posted
2026-05-09,Walmart,-61.41,Groceries,posted
2026-05-09,Amazon,-57.47,Shopping,posted
2026-05-09,Shell Oil,-54.27,Transportation,posted
2026-05-10,Spotify Premium,-10.99,Entertainment,posted
2026-05-11,Shell Oil,-64.42,Transportation,posted
2026-05-12,Target,-62.98,Shopping,posted
2026-05-13,Uber Eats,-35.37,Coffee & Dining,posted
2026-05-14,Kroger,-48.34,Groceries,posted
2026-05-14,Target,-89.75,Shopping,posted
2026-05-15,Revonix Corp - Direct Deposit,2500.0,Income,posted
2026-05-15,GitHub Copilot,-10.0,Developer Tools,posted
2026-05-15,Shell Oil,-41.88,Transportation,posted
2026-05-16,Kroger,-22.81,Groceries,posted
2026-05-16,Starbucks,-4.12,Coffee & Dining,posted
2026-05-18,Adobe Creative Cloud,-54.99,Software,posted
2026-05-18,Walmart,-72.75,Groceries,posted

2026-05-18,Shell Oil,-66.56,Transportation,posted
2026-05-20,Power & Light Corp,-111.01,Utilities,posted
2026-05-20,City Water District,-36.31,Utilities,posted
2026-05-20,Global Telecom (Cell),-75.0,Utilities,posted
2026-05-20,Amazon,-136.83,Shopping,posted
2026-05-22,Kroger,-55.02,Groceries,posted
2026-05-23,Shell Oil,-47.26,Transportation,posted
2026-05-23,Target,-82.65,Shopping,posted
2026-05-24,McDonald's,-8.46,Coffee & Dining,posted
2026-05-24,Starbucks,-7.0,Coffee & Dining,posted
2026-05-25,Gold's Gym,-45.0,Health & Fitness,posted
2026-05-25,Amazon,-68.22,Shopping,posted
2026-05-26,Walmart,-139.19,Groceries,posted
2026-05-27,Amazon,-182.48,Shopping,posted
2026-05-29,Chevron Gas,-55.63,Transportation,posted
2026-05-29,Walmart,-80.12,Groceries,posted
2026-05-30,Starbucks,-8.94,Coffee & Dining,posted
2026-05-30,Target,-45.15,Shopping,posted
2026-05-30,Chevron Gas,-50.92,Transportation,posted
2026-05-31,Chevron Gas,-53.28,Transportation,posted
2026-03-12,Luxury Watch Jewelers Ltd,-3500.0,Shopping,posted
2026-04-20,VNDR*XYZ-CORP SECUREPAY,-120.0,Uncategorized,posted
2026-05-10,Starbucks Coffee #4930,-8.75,Coffee & Dining,posted
2026-05-10,Starbucks Coffee #4930,-8.75,Coffee & Dining,posted
2026-05-15,Target Stores Inc,-45.6,,posted
